Handle,Title,Vendor,Type,Published,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,product.metafields.custom.artisan,product.metafields.custom.concentration,product.metafields.custom.top_notes,product.metafields.custom.heart_notes,product.metafields.custom.base_notes,Body (HTML)
armaf-rouge,Rouge,Armaf,Parfum,TRUE,Title,Default Title,shopify,46,deny,manual,226,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Armaf,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Armaf. Perfect for Male seeking a Spicy scent with Medium longevity.
armaf-gold,Gold,Armaf,Parfum,TRUE,Title,Default Title,shopify,47,deny,manual,227,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Armaf,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Armaf. Perfect for Male seeking a Spicy scent with Medium longevity.
armaf-homme,Homme,Armaf,Parfum,TRUE,Title,Default Title,shopify,48,deny,manual,228,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Armaf,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Armaf. Perfect for Male seeking a Spicy scent with Medium longevity.
armaf-femme,Femme,Armaf,Parfum,TRUE,Title,Default Title,shopify,49,deny,manual,229,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,Armaf,Parfum,Fruity,Aromatic,Medium,A masterfully crafted EDP fragrance by Armaf. Perfect for Female seeking a Fruity scent with Medium longevity.
world-ghost,Ghost,World,Parfum,TRUE,Title,Default Title,shopify,50,deny,manual,230,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,World,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Aromatic scent with Medium longevity.
world-wraith,Wraith,World,Parfum,TRUE,Title,Default Title,shopify,51,deny,manual,231,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,World,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Spicy scent with Strong longevity.
world-white,White,World,Parfum,TRUE,Title,Default Title,shopify,52,deny,manual,232,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,World,Parfum,Scent,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Unisex seeking a Scent scent with Medium longevity.
world-blanc,Blanc,World,Parfum,TRUE,Title,Default Title,shopify,53,deny,manual,233,TRUE,TRUE,https://images.unsplash.com/photo-1615529183492-c4e047ceb4d5?q=80&w=800&auto=format&fit=crop,World,Parfum,Fruity,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Female seeking a Fruity scent with Medium longevity.
world-avenue,Avenue,World,Parfum,TRUE,Title,Default Title,shopify,54,deny,manual,234,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,World,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Spicy scent with Strong longevity.
world-elixir,Elixir,World,Parfum,TRUE,Title,Default Title,shopify,55,deny,manual,235,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,World,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Spicy scent with Medium longevity.
world-20,2.0,World,Parfum,TRUE,Title,Default Title,shopify,56,deny,manual,236,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,World,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Aromatic scent with Medium longevity.
world-suits,Suits,World,Parfum,TRUE,Title,Default Title,shopify,57,deny,manual,237,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,World,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Aromatic scent with Medium longevity.
world-woods,Woods,World,Parfum,TRUE,Title,Default Title,shopify,58,deny,manual,238,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,World,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Spicy scent with Strong longevity.
world-fierte,Fierte,World,Parfum,TRUE,Title,Default Title,shopify,59,deny,manual,239,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,World,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Aromatic scent with Medium longevity.
world-saphire,Saphire,World,Parfum,TRUE,Title,Default Title,shopify,60,deny,manual,240,TRUE,TRUE,https://images.unsplash.com/photo-1595425970377-c9703c48657a?q=80&w=800&auto=format&fit=crop,World,Parfum,Scent,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Unisex seeking a Scent scent with Medium longevity.
world-spice,Spice,World,Parfum,TRUE,Title,Default Title,shopify,61,deny,manual,241,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,World,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Aromatic scent with Medium longevity.
world-world,World,World,Parfum,TRUE,Title,Default Title,shopify,62,deny,manual,242,TRUE,TRUE,https://images.unsplash.com/photo-1594035910387-fea47794261f?q=80&w=800&auto=format&fit=crop,World,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Spicy scent with Strong longevity.
world-asylum,Asylum,World,Parfum,TRUE,Title,Default Title,shopify,63,deny,manual,243,TRUE,TRUE,https://images.unsplash.com/photo-1592914610354-fd354d45fe82?q=80&w=800&auto=format&fit=crop,World,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Aromatic scent with Medium longevity.
world-oud,Oud,World,Parfum,TRUE,Title,Default Title,shopify,64,deny,manual,244,TRUE,TRUE,https://images.unsplash.com/photo-1601007746401-44755f190e29?q=80&w=800&auto=format&fit=crop,World,Parfum,Oud,Aromatic,Strong,A masterfully crafted EDP fragrance by World. Perfect for Unisex seeking a Oud scent with Strong longevity.
world-6355,63.55,World,Parfum,TRUE,Title,Default Title,shopify,65,deny,manual,245,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,World,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Aromatic scent with Medium longevity.
world-body,Body,World,Parfum,TRUE,Title,Default Title,shopify,66,deny,manual,246,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,World,Parfum,Fruity,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Female seeking a Fruity scent with Medium longevity.
world-absolu,Absolu,World,Parfum,TRUE,Title,Default Title,shopify,67,deny,manual,247,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,World,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Spicy scent with Strong longevity.
world-kiss,Kiss,World,Parfum,TRUE,Title,Default Title,shopify,68,deny,manual,248,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,World,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Female seeking a Floral scent with Medium longevity.
world-pura,Pura,World,Parfum,TRUE,Title,Default Title,shopify,69,deny,manual,249,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,World,Parfum,Scent,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Unisex seeking a Scent scent with Medium longevity.
world-incense,Incense,World,Parfum,TRUE,Title,Default Title,shopify,20,deny,manual,250,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,World,Parfum,Woody,Aromatic,Strong,A masterfully crafted EDP fragrance by World. Perfect for Unisex seeking a Woody scent with Strong longevity.
world-magic,Magic,World,Parfum,TRUE,Title,Default Title,shopify,21,deny,manual,251,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,World,Parfum,Fruity,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Female seeking a Fruity scent with Medium longevity.
world-sugar,Sugar,World,Parfum,TRUE,Title,Default Title,shopify,22,deny,manual,252,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,World,Parfum,Gourmand,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Unisex seeking a Gourmand scent with Medium longevity.
world-blue,Blue,World,Parfum,TRUE,Title,Default Title,shopify,23,deny,manual,253,TRUE,TRUE,https://images.unsplash.com/photo-1615529182904-14819c35db37?q=80&w=800&auto=format&fit=crop,World,Parfum,Scent,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Scent scent with Medium longevity.
world-une,Une,World,Parfum,TRUE,Title,Default Title,shopify,24,deny,manual,254,TRUE,TRUE,https://images.unsplash.com/photo-1594913785124-71239c4f5260?q=80&w=800&auto=format&fit=crop,World,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Aromatic scent with Medium longevity.
world-trois,Trois,World,Parfum,TRUE,Title,Default Title,shopify,25,deny,manual,255,TRUE,TRUE,https://images.unsplash.com/photo-1622618991746-fe6004db3a47?q=80&w=800&auto=format&fit=crop,World,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Aromatic scent with Medium longevity.
world-edp,Edp,World,Parfum,TRUE,Title,Default Title,shopify,26,deny,manual,256,TRUE,TRUE,https://images.unsplash.com/photo-1599305090598-fe179d501227?q=80&w=800&auto=format&fit=crop,World,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Spicy scent with Strong longevity.
world-homme,Homme,World,Parfum,TRUE,Title,Default Title,shopify,27,deny,manual,257,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,World,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Aromatic scent with Medium longevity.
world-green,Green,World,Parfum,TRUE,Title,Default Title,shopify,28,deny,manual,258,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,World,Parfum,Scent,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Scent scent with Medium longevity.
world-7,7,World,Parfum,TRUE,Title,Default Title,shopify,29,deny,manual,259,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,World,Parfum,Oud,Aromatic,Strong,A masterfully crafted EDP fragrance by World. Perfect for Unisex seeking a Oud scent with Strong longevity.
world-parfum,Parfum,World,Extract,TRUE,Title,Default Title,shopify,30,deny,manual,260,TRUE,TRUE,https://images.unsplash.com/photo-1601244840899-72c676afba7b?q=80&w=800&auto=format&fit=crop,World,Extract,Fruity,Aromatic,Strong,A masterfully crafted PARFUM fragrance by World. Perfect for Female seeking a Fruity scent with Strong longevity.
world-edition,Edition,World,Parfum,TRUE,Title,Default Title,shopify,31,deny,manual,261,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,World,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Spicy scent with Medium longevity.
world-absolute,Absolute,World,Parfum,TRUE,Title,Default Title,shopify,32,deny,manual,262,TRUE,TRUE,https://images.unsplash.com/photo-1585386959984-a4155224a1ad?q=80&w=800&auto=format&fit=crop,World,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Aromatic scent with Medium longevity.
world-540,540,World,Parfum,TRUE,Title,Default Title,shopify,33,deny,manual,263,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,World,Parfum,Oud,Aromatic,Strong,A masterfully crafted EDP fragrance by World. Perfect for Unisex seeking a Oud scent with Strong longevity.
world-stellar,Stellar,World,Parfum,TRUE,Title,Default Title,shopify,34,deny,manual,264,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,World,Parfum,Scent,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Unisex seeking a Scent scent with Medium longevity.
world-wood,Wood,World,Parfum,TRUE,Title,Default Title,shopify,35,deny,manual,265,TRUE,TRUE,https://images.unsplash.com/photo-1588405748880-12d1d2a59f75?q=80&w=800&auto=format&fit=crop,World,Parfum,Gourmand,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Unisex seeking a Gourmand scent with Medium longevity.
world-nebula,Nebula,World,Parfum,TRUE,Title,Default Title,shopify,36,deny,manual,266,TRUE,TRUE,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=800&auto=format&fit=crop,World,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Aromatic scent with Medium longevity.
world-forever,Forever,World,Parfum,TRUE,Title,Default Title,shopify,37,deny,manual,267,TRUE,TRUE,https://images.unsplash.com/photo-1592914610354-fd354d45fe82?q=80&w=800&auto=format&fit=crop,World,Parfum,Fruity,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Female seeking a Fruity scent with Medium longevity.
world-nero,Nero,World,Parfum,TRUE,Title,Default Title,shopify,38,deny,manual,268,TRUE,TRUE,https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?q=80&w=800&auto=format&fit=crop,World,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Spicy scent with Medium longevity.
world-blend,Blend,World,Parfum,TRUE,Title,Default Title,shopify,39,deny,manual,269,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,World,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Spicy scent with Medium longevity.
world-paradise,Paradise,World,Parfum,TRUE,Title,Default Title,shopify,40,deny,manual,270,TRUE,TRUE,https://images.unsplash.com/photo-1595535373192-fc8938b27529?q=80&w=800&auto=format&fit=crop,World,Parfum,Floral,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Female seeking a Floral scent with Medium longevity.
world-intense,Intense,World,Parfum,TRUE,Title,Default Title,shopify,41,deny,manual,271,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,World,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by World. Perfect for Male seeking a Spicy scent with Medium longevity.
rasasi-shaghaf,Shaghaf),Rasasi,Parfum,TRUE,Title,Default Title,shopify,42,deny,manual,272,TRUE,TRUE,https://images.unsplash.com/photo-1582211594533-268f4f1edcb9?q=80&w=800&auto=format&fit=crop,Rasasi,Parfum,Oriental,Aromatic,Strong,A masterfully crafted EDP fragrance by Rasasi. Perfect for Unisex seeking a Oriental scent with Strong longevity.
rasasi-shuhrah,Shuhrah,Rasasi,Parfum,TRUE,Title,Default Title,shopify,43,deny,manual,273,TRUE,TRUE,https://images.unsplash.com/photo-1590156546946-ce55a12a6a5d?q=80&w=800&auto=format&fit=crop,Rasasi,Parfum,Spicy,Aromatic,Strong,A masterfully crafted EDP fragrance by Rasasi. Perfect for Unisex seeking a Spicy scent with Strong longevity.
rasasi-seen,Seen,Rasasi,Parfum,TRUE,Title,Default Title,shopify,44,deny,manual,274,TRUE,TRUE,https://images.unsplash.com/photo-1608528577891-eb055944f2e7?q=80&w=800&auto=format&fit=crop,Rasasi,Parfum,Spicy,Aromatic,Medium,A masterfully crafted EDP fragrance by Rasasi. Perfect for Unisex seeking a Spicy scent with Medium longevity.
rasasi-taa,Taa,Rasasi,Parfum,TRUE,Title,Default Title,shopify,45,deny,manual,275,TRUE,TRUE,https://images.unsplash.com/photo-1619994403073-2cec844b8e63?q=80&w=800&auto=format&fit=crop,Rasasi,Parfum,Aromatic,Aromatic,Medium,A masterfully crafted EDP fragrance by Rasasi. Perfect for Unisex seeking a Aromatic scent with Medium longevity.
rasasi-waaw,Waaw,Rasasi,Parfum,TRUE,Title,Default Title,shopify,46,deny,manual,276,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,Rasasi,Parfum,Woody,Aromatic,Medium,A masterfully crafted EDP fragrance by Rasasi. Perfect for Unisex seeking a Woody scent with Medium longevity.
rasasi-tropical,Tropical,Rasasi,Parfum,TRUE,Title,Default Title,shopify,47,deny,manual,277,TRUE,TRUE,https://images.unsplash.com/photo-1563170351-be82bc88ea6f?q=80&w=800&auto=format&fit=crop,Rasasi,Parfum,Fresh,Aromatic,Medium,A masterfully crafted EDP fragrance by Rasasi. Perfect for Male seeking a Fresh scent with Medium longevity.
riffs-patchouli,Patchouli,Riffs,Parfum,TRUE,Title,Default Title,shopify,48,deny,manual,278,TRUE,TRUE,https://images.unsplash.com/photo-1603569283847-aa295f0d016a?q=80&w=800&auto=format&fit=crop,Riffs,Parfum,Woody,Aromatic,:contentReference[oaicite:0]{index=0},A masterfully crafted EDP fragrance by Riffs. Perfect for Unisex seeking a Woody scent with :contentReference[oaicite:0]{index=0} longevity.
riffs-homme,Homme,Riffs,Parfum,TRUE,Title,Default Title,shopify,49,deny,manual,279,TRUE,TRUE,https://images.unsplash.com/photo-1594035910387-fea47794261f?q=80&w=800&auto=format&fit=crop,Riffs,Parfum,Woody,Aromatic,:contentReference[oaicite:1]{index=1},A masterfully crafted EDP fragrance by Riffs. Perfect for Male seeking a Woody scent with :contentReference[oaicite:1]{index=1} longevity.
riffs-oud,Oud,Riffs,Parfum,TRUE,Title,Default Title,shopify,50,deny,manual,280,TRUE,TRUE,https://images.unsplash.com/photo-1598516086708-41c305c08d17?q=80&w=800&auto=format&fit=crop,Riffs,Parfum,Oud,Aromatic,:contentReference[oaicite:2]{index=2},A masterfully crafted EDP fragrance by Riffs. Perfect for Unisex seeking a Oud scent with :contentReference[oaicite:2]{index=2} longevity.
riffs-blue,Blue,Riffs,Parfum,TRUE,Title,Default Title,shopify,51,deny,manual,281,TRUE,TRUE,https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?q=80&w=800&auto=format&fit=crop,Riffs,Parfum,Aromatic,Aromatic,:contentReference[oaicite:3]{index=3},A masterfully crafted EDP fragrance by Riffs. Perfect for Male seeking a Aromatic scent with :contentReference[oaicite:3]{index=3} longevity.
riffs-rose,Rose,Riffs,Parfum,TRUE,Title,Default Title,shopify,52,deny,manual,282,TRUE,TRUE,https://images.unsplash.com/photo-1518331566-07612711ff60?q=80&w=800&auto=format&fit=crop,Riffs,Parfum,Rose,Aromatic,:contentReference[oaicite:4]{index=4},A masterfully crafted EDP fragrance by Riffs. Perfect for Female seeking a Rose scent with :contentReference[oaicite:4]{index=4} longevity.
riffs-you,You,Riffs,Parfum,TRUE,Title,Default Title,shopify,53,deny,manual,283,TRUE,TRUE,https://images.unsplash.com/photo-1615529183492-c4e047ceb4d5?q=80&w=800&auto=format&fit=crop,Riffs,Parfum,Floral,Aromatic,:contentReference[oaicite:5]{index=5},A masterfully crafted EDP fragrance by Riffs. Perfect for Unisex seeking a Floral scent with :contentReference[oaicite:5]{index=5} longevity.
